YEAR,STATE_NAME,STATE_NUMBER,REGION,DIVISION,TOTAL_POPULATION,RACE_WHITE,RACE_BLACK,RACE_OTHER,AGE_0_TO_19,AGE_20_TO_39,AGE_40_TO_59,AGE_60_TO_79,AGE_80_AND_OVER,ORIGIN_HISPANIC,ORIGIN_NOT_HISPANIC,SEX_FEMALE,SEX_MALE
2003,North Carolina,37,South,South Atlantic,8422501,6221883,1836358,364260,2300840,2408163,2323914,1133115,256469,495533,7926968,4313901,4108600
2003,North Dakota,38,Midwest,West North Central,638817,588683,5277,44857,174891,169568,174725,89652,29981,9714,629103,318896,319921
2003,Ohio,39,Midwest,East North Central,11434788,9739773,1359820,335195,3169697,3038142,3206861,1599562,420526,258609,11176179,5868535,5566253
2003,Oklahoma,40,South,West South Central,3504892,2733754,266870,504268,992384,949685,945353,495886,121584,222946,3281946,1777723,1727169
2003,Oregon,41,West,Pacific,3547376,3214075,63003,270298,949330,971382,1016851,474917,134896,328886,3218490,1788805,1758571
2003,Pennsylvania,42,Northeast,Middle Atlantic,12374658,10646774,1304608,423276,3239738,3161722,3513549,1899186,560463,477457,11897201,6377894,5996764
2003,Rhode Island,44,Northeast,New England ,1071342,950441,66719,54182,283928,293809,299565,145901,48139,107092,964250,555590,515752
2003,South Carolina,45,South,South Atlantic,4150297,2829623,1217203,103471,1149948,1149365,1150435,576209,124340,131166,4019131,2133967,2016330
2003,South Dakota,46,Midwest,West North Central,763729,675551,6575,81603,222664,196035,205572,105384,34074,15088,748641,383633,380096
2003,Tennessee,47,South,East South Central,5847812,4719321,976542,151949,1582280,1633566,1635641,811708,184617,167001,5680811,3000983,2846829
2003,Texas,48,South,West South Central,22030931,18288277,2598399,1144255,6809683,6558869,5692631,2425376,544372,7498587,14532344,11095953,10934978
2003,Utah,49,West,Mountain,2360137,2206161,22684,131292,829424,742293,514332,220837,53251,243047,2117090,1175867,1184270
2003,Vermont,50,Northeast,New England ,617858,597224,4243,16391,163855,155293,190801,85570,22339,6928,610930,314206,303652
2003,Virginia,51,South,South Atlantic,7366977,5427062,1459320,480595,1994268,2111296,2113076,934747,213590,418238,6948739,3757780,3609197
2003,Washington,53,West,Pacific,6104115,5188400,212949,702766,1686857,1723028,1757427,737440,199363,524164,5579951,3065739,3038376
2003,West Virginia,54,South,South Atlantic,1812295,1722107,58573,31615,441697,467730,530731,300292,71845,15166,1797129,925835,886460
2003,Wisconsin,55,Midwest,East North Central,5479203,4931084,329090,219029,1526736,1467758,1543220,729026,212463,237465,5241738,2766901,2712302
2003,Wyoming,56,West,Mountain,503453,476461,4330,22662,140764,129913,149982,67140,15654,35424,468029,249128,254325
2004,Alabama,1,South,East South Central,4530729,3227772,1186375,116582,1244847,1216067,1261006,659016,149793,113284,4417445,2337857,2192872
2004,Alaska,2,West,Pacific,659286,460845,23841,174600,207317,185157,200702,57846,8264,32879,626407,317807,341479
2004,Arizona,4,West,Mountain,5652404,4915749,205171,531484,1643951,1582562,1442282,798883,184726,1541006,4111398,2835606,2816798
2004,Arkansas,5,South,West South Central,2749686,2231084,430882,87720,761182,732530,741333,413449,101192,125103,2624583,1403048,1346638
2004,California,6,West,Pacific,35574576,27181516,2431898,5961162,10443725,10519091,9476722,4073665,1061373,12335567,23239009,17871415,17703161
2004,Colorado,8,West,Mountain,4575013,4110950,187991,276072,1278974,1347456,1318651,510033,119899,864744,3710269,2274511,2300502
2004,Connecticut,9,Northeast,New England ,3496094,2959756,358496,177842,943246,885639,1033865,481743,151601,382912,3113182,1798078,1698016
2004,Delaware,10,South,South Atlantic,830803,620674,170300,39829,224915,224468,232511,120937,27972,51274,779529,427320,403483
2004,District of Columbia,11,South,South Atlantic,567754,207551,329989,30214,130664,197087,148346,72148,19509,48243,519511,300284,267470
2004,Florida,12,South,South Atlantic,17415318,14002125,2726256,686937,4338695,4469971,4786598,3010812,809242,3331269,14084049,8902447,8512871
2004,Georgia,13,South,South Atlantic,8769252,5788756,2596632,383864,2563023,2621811,2390704,984721,208993,602574,8166678,4463524,4305728
2004,Hawaii,15,West,Pacific,1273569,331483,24511,917575,331052,351762,362712,179537,48506,101386,1172183,636864,636705
2004,Idaho,16,West,Mountain,1391802,1323502,8173,60127,429860,376151,367612,174043,44136,127308,1264494,693186,698616
2004,Illinois,17,Midwest,East North Central,12589773,9970145,1901496,718132,3571714,3546308,3436560,1595971,439220,1747272,10842501,6414209,6175564
2004,Indiana,18,Midwest,East North Central,6233007,5505822,550372,176813,1773433,1694397,1725117,825454,214606,283216,5949791,3168952,3064055
2004,Iowa,19,Midwest,West North Central,2953635,2794216,71875,87544,812234,758987,816251,427256,138907,109772,2843863,1498888,1454747
2004,Kansas,20,Midwest,West North Central,2734373,2432319,161027,141027,791308,726725,748180,357444,110716,230124,2504249,1382396,1351977
2004,Kentucky,21,South,East South Central,4146101,3733491,315144,97466,1113460,1147550,1173554,577685,133852,87207,4058894,2112051,2034050
2004,Louisiana,22,South,West South Central,4552238,2917956,1494615,139667,1326027,1260487,1242390,588044,135290,139738,4412500,2338753,2213485
2004,Maine,23,Northeast,New England ,1313688,1268201,11451,34036,331832,318625,407773,202089,53369,13464,1300224,671862,641826
2004,Maryland,24,South,South Atlantic,5546935,3545041,1616804,385090,1533272,1507944,1631984,701748,171987,322895,5224040,2870043,2676892
2004,Massachusetts,25,Northeast,New England ,6412281,5551053,446863,414365,1668500,1768034,1845472,865679,264596,506289,5905992,3314634,3097647
2004,Michigan,26,Midwest,East North Central,10055315,8164812,1443419,447084,2847180,2661505,2855937,1340298,350395,381150,9674165,5117929,4937386
2004,Minnesota,27,Midwest,West North Central,5087713,4547732,222195,317786,1434533,1380646,1447498,635285,189751,190294,4897419,2564037,2523676
2004,Mississippi,28,South,East South Central,2889010,1775608,1054419,58983,852530,789392,769787,387392,89909,55734,2833276,1490115,1398895
2004,Missouri,29,Midwest,West North Central,5747741,4891042,663205,193494,1590304,1525336,1600586,815079,216436,156048,5591693,2942685,2805056
2004,Montana,30,West,Mountain,930009,844155,3863,81991,251286,226839,278867,136691,36326,22766,907243,465000,465009
2004,Nebraska,31,Midwest,West North Central,1749370,1604000,75843,69527,503876,465469,475692,232700,71633,124667,1624703,883984,865386
2004,Nevada,32,West,Mountain,2346222,1915799,178908,251515,647180,675407,646493,322107,55035,531663,1814559,1156586,1189636
2004,New Hampshire,33,Northeast,New England ,1290121,1236305,13224,40592,346853,326648,402157,170787,43676,28780,1261341,653845,636276
2004,New Jersey,34,Northeast,Middle Atlantic,8634561,6615292,1250367,768902,2336900,2298923,2496659,1175867,326212,1304751,7329810,4436964,4197597
2004,New Mexico,35,West,Mountain,1903808,1609492,42590,251726,560713,502349,525557,256951,58238,834722,1069086,964738,939070
2004,New York,36,Northeast,Middle Atlantic,19171567,14092313,3354749,1724505,5110669,5365422,5361044,2615585,718847,3092293,16079274,9913527,9258040
2004,North Carolina,37,South,South Atlantic,8553152,6301196,1864749,387207,2330717,2416969,2379919,1161599,263948,534364,8018788,4376070,4177082
2004,North Dakota,38,Midwest,West North Central,644705,592452,5844,46409,173733,172514,177322,90614,30522,10359,634346,321008,323697
2004,Ohio,39,Midwest,East North Central,11452251,9731678,1369741,350832,3160151,3004427,3253012,1605974,428687,271798,11180453,5874411,5577840
2004,Oklahoma,40,South,West South Central,3525233,2740106,268228,516899,990091,951674,957011,503487,122970,236132,3289101,1784671,1740562
2004,Oregon,41,West,Pacific,3569463,3226562,63707,279194,945880,967597,1029408,488250,138328,343677,3225786,1800377,1769086
2004,Pennsylvania,42,Northeast,Middle Atlantic,12410722,10638463,1323311,448948,3235436,3137750,3567499,1900922,569115,510353,11900369,6390749,6019973
2004,Rhode Island,44,Northeast,New England ,1074579,949376,68779,56424,283300,291520,304083,146447,49229,111016,963563,556375,518204
2004,South Carolina,45,South,South Atlantic,4210921,2872043,1228313,110565,1158386,1153781,1177320,592622,128812,144106,4066815,2162305,2048616
2004,South Dakota,46,Midwest,West North Central,770396,679638,7052,83706,222129,196969,209798,106778,34722,16371,754025,386677,383719
2004,Tennessee,47,South,East South Central,5910809,4758617,990590,161602,1594363,1633318,1666166,828906,188056,183955,5726854,3027931,2882878
2004,Texas,48,South,West South Central,22394023,18543328,2644550,1206145,6893798,6602654,5846743,2491446,559382,7749995,14644028,11278402,11115621
2004,Utah,49,West,Mountain,2401580,2241095,23873,136612,839214,753229,526191,228364,54582,254864,2146716,1196749,1204831
2004,Vermont,50,Northeast,New England ,619920,598348,4599,16973,162214,153605,193628,87618,22855,7344,612576,315080,304840
2004,Virginia,51,South,South Atlantic,7475575,5484790,1479563,511222,2018321,2116471,2164244,957121,219418,449301,7026274,3814310,3661265
2004,Washington,53,West,Pacific,6178645,5228882,217049,732714,1695630,1722412,1795066,760997,204540,553147,5625498,3107815,3070830
2004,West Virginia,54,South,South Atlantic,1816438,1724169,59041,33228,441555,463638,536602,301865,72778,16201,1800237,927027,889411
2004,Wisconsin,55,Midwest,East North Central,5514026,4952000,334119,227907,1523677,1459644,1576152,738362,216191,250997,5263029,2782678,2731348
2004,Wyoming,56,West,Mountain,509106,481147,4530,23429,140504,131848,151966,68743,16045,37001,472105,251506,257600
2005,Alabama,1,South,East South Central,4569805,3249443,1197062,123300,1248672,1216014,1282614,670353,152152,124822,4444983,2356423,2213382
2005,Alaska,2,West,Pacific,666946,464201,23577,179168,205778,187741,203926,60751,8750,34422,632524,320920,346026
2005,Arizona,4,West,Mountain,5839077,5057542,218998,562537,1693743,1620887,1499632,832009,192806,1618339,4220738,2930811,2908266
2005,Arkansas,5,South,West South Central,2781097,2253503,434165,93429,767761,736075,754448,420544,102269,137148,2643949,1418295,1362802
2005,California,6,West,Pacific,35827943,27239976,2435330,6152637,10441553,10501239,9645487,4145070,1094594,12619831,23208112,17996230,17831713
2005,Colorado,8,West,Mountain,4631888,4153715,189701,288472,1289504,1345574,1345425,527817,123568,892419,3739469,2308238,2323650
2005,Connecticut,9,Northeast,New England ,3506956,2956769,363122,187065,939226,878180,1050587,484538,154425,396323,3110633,1802068,1704888
2005,Delaware,10,South,South Atlantic,845150,626708,175719,42723,227482,225423,238733,124543,28969,55375,789775,435227,409923
2005,District of Columbia,11,South,South Atlantic,567136,212613,323785,30738,128159,199002,148376,71898,19701,48584,518552,299613,267523
2005,Florida,12,South,South Atlantic,17842038,14289528,2815695,736815,4426511,4550157,4957024,3079767,828579,3524067,14317971,9117950,8724088
2005,Georgia,13,South,South Atlantic,8925922,5854820,2660022,411080,2610593,2615503,2463522,1021433,214871,646959,8278963,4555263,4370659
2005,Hawaii,15,West,Pacific,1292729,338640,25064,929025,331125,358189,367917,184247,51251,104657,1188072,644813,647916
2005,Idaho,16,West,Mountain,1428241,1355373,8832,64036,439230,384141,378108,181331,45431,135345,1292896,711983,716258
2005,Illinois,17,Midwest,East North Central,12609903,9964479,1898861,746563,3552913,3520708,3484974,1605404,445904,1792149,10817754,6423831,6186072
2005,Indiana,18,Midwest,East North Central,6278616,5531635,559224,187757,1780255,1689914,1753711,835546,219190,303357,5975259,3191481,3087135
2005,Iowa,19,Midwest,West North Central,2964454,2798240,74702,91512,809750,758341,826775,429310,140278,116416,2848038,1503019,1461435
2005,Kansas,20,Midwest,West North Central,2745299,2437298,161304,146697,789469,724731,758274,360808,112017,240651,2504648,1387958,1357341
2005,Kentucky,21,South,East South Central,4182742,3759457,319733,103552,1119269,1143229,1194334,588783,137127,95238,4087504,2129658,2053084
2005,Louisiana,22,South,West South Central,4576628,2926779,1504504,145345,1319313,1261328,1261173,597252,137562,148801,4427827,2349441,2227187
2005,Maine,23,Northeast,New England ,1318787,1270616,12557,35614,328883,316178,413666,205642,54418,14307,1304480,674104,644683
2005,Maryland,24,South,South Atlantic,5592379,3544058,1642835,405486,1534518,1508395,1659112,713070,177284,350749,5241630,2891761,2700618
2005,Massachusetts,25,Northeast,New England ,6403290,5518356,454754,430180,1654917,1740360,1869248,870351,268414,521987,5881303,3309010,3094280
2005,Michigan,26,Midwest,East North Central,10051137,8147170,1441842,462125,2823815,2627972,2888006,1352962,358382,392685,9658452,5114320,4936817
2005,Minnesota,27,Midwest,West North Central,5119598,4556199,232332,331067,1429877,1380014,1472431,644881,192395,201462,4918136,2579546,2540052
2005,Mississippi,28,South,East South Central,2905943,1782506,1061415,62022,851115,786767,783005,394160,90896,60583,2845360,1497962,1407981
2005,Missouri,29,Midwest,West North Central,5790300,4917028,669907,203365,1591905,1525496,1627745,825205,219949,165970,5624330,2962870,2827430
2005,Montana,30,West,Mountain,940102,852189,3899,84014,250134,230148,282753,140209,36858,24153,915949,469780,470322
2005,Nebraska,31,Midwest,West North Central,1761497,1611295,77334,72868,503481,467736,482706,234822,72752,131467,1630030,889468,872029
2005,Nevada,32,West,Mountain,2432143,1968095,190486,273562,670125,698692,672652,332949,57725,570527,1861616,1198846,1233297
2005,New Hampshire,33,Northeast,New England ,1298492,1241585,13888,43019,345256,324033,410194,174062,44947,30429,1268063,657932,640560
2005,New Jersey,34,Northeast,Middle Atlantic,8651974,6595551,1253750,802673,2332099,2273289,2534899,1179519,332168,1343332,7308642,4443545,4208429
2005,New Mexico,35,West,Mountain,1932274,1631078,43575,257621,562362,507124,537064,265643,60081,854026,1078248,978520,953754
2005,New York,36,Northeast,Middle Atlantic,19132610,14009676,3343142,1779792,5053118,5304113,5420273,2622589,732517,3125400,16007210,9887467,9245143
2005,North Carolina,37,South,South Atlantic,8705407,6396990,1896346,412071,2371142,2425594,2443382,1193848,271441,576892,8128515,4457189,4248218
2005,North Dakota,38,Midwest,West North Central,646089,592012,6380,47697,171700,173302,179301,91201,30585,10797,635292,321543,324546
2005,Ohio,39,Midwest,East North Central,11463320,9715818,1380184,367318,3142242,2977535,3294816,1610911,437816,286188,11177132,5876703,5586617
2005,Oklahoma,40,South,West South Central,3548597,2749192,269299,530106,992206,953819,968047,510917,123608,251203,3297394,1796475,1752122
2005,Oregon,41,West,Pacific,3613202,3256775,65155,291272,948792,975859,1044333,502772,141446,361623,3251579,1823447,1789755
2005,Pennsylvania,42,Northeast,Middle Atlantic,12449990,10631953,1342155,475882,3226468,3122186,3621526,1899832,579978,545049,11904941,6405053,6044937
2005,Rhode Island,44,Northeast,New England ,1067916,939748,69875,58293,278648,286729,306889,145941,49709,114237,953679,552832,515084
2005,South Carolina,45,South,South Atlantic,4270150,2914430,1237906,117814,1167061,1156330,1202102,612451,132206,158474,4111676,2192345,2077805
2005,South Dakota,46,Midwest,West North Central,775493,682268,7582,85643,221267,197801,213407,107937,35081,17549,757944,389021,386472
2005,Tennessee,47,South,East South Central,5991057,4812899,1006150,172008,1612057,1637627,1699582,849365,192426,204020,5787037,3068439,2922618
2005,Texas,48,South,West South Central,22778123,18808038,2696184,1273901,6978390,6667051,5992647,2563295,576740,8010747,14767376,11470439,11307684
2005,Utah,49,West,Mountain,2457719,2289230,25405,143084,854507,769194,540249,237153,56616,269469,2188250,1224741,1232978
2005,Vermont,50,Northeast,New England ,621215,598555,4958,17702,160018,152722,195626,89533,23316,7754,613461,315422,305793
2005,Virginia,51,South,South Atlantic,7577105,5535129,1497615,544361,2033460,2128528,2207040,982159,225918,482696,7094409,3863646,3713459
2005,Washington,53,West,Pacific,6257305,5271430,221729,764146,1698371,1735693,1827786,786303,209152,583264,5674041,3145396,3111909
2005,West Virginia,54,South,South Atlantic,1820492,1726255,59437,34800,439884,460933,541340,304543,73792,17573,1802919,927690,892802
2005,Wisconsin,55,Midwest,East North Central,5546166,4969387,339638,237141,1517031,1455899,1605586,747615,220035,265521,5280645,2797061,2749105
2005,Wyoming,56,West,Mountain,514157,485347,4574,24236,140105,133760,153556,70339,16397,38578,475579,253726,260431
2006,Alabama,1,South,East South Central,4628981,3283056,1215481,130444,1259673,1225963,1303698,684681,154966,137842,4491139,2385480,2243501
2006,Alaska,2,West,Pacific,675302,468452,23544,183306,205868,190502,206575,63273,9084,35505,639797,325121,350181
2006,Arizona,4,West,Mountain,6029141,5196133,235636,597372,1745335,1668718,1552552,863221,199315,1701963,4327178,3026134,3003007
2006,Arkansas,5,South,West South Central,2821761,2281831,441071,98859,776646,743915,767540,429432,104228,149583,2672178,1438428,1383333
2006,California,6,West,Pacific,36021202,27242743,2437459,6341000,10426324,10504725,9767624,4208770,1113759,12876105,23145097,18097471,17923731
2006,Colorado,8,West,Mountain,4720423,4222448,195570,302405,1305551,1365321,1371178,549861,128512,923306,3797117,2352960,2367463
2006,Connecticut,9,Northeast,New England ,3517460,2952473,368609,196378,935104,871594,1065114,489615,156033,412867,3104593,1807675,1709785
2006,Delaware,10,South,South Atlantic,859268,632832,180827,45609,229456,226384,244555,129031,29842,59478,799790,442766,416502
2006,District of Columbia,11,South,South Atlantic,570681,218088,319150,33443,126846,204045,148605,71584,19601,48522,522159,301322,269359
2006,Florida,12,South,South Atlantic,18166990,14485480,2896799,784711,4495577,4625793,5083119,3122499,840002,3713980,14453010,9280080,8886910
2006,Georgia,13,South,South Atlantic,9155813,5953097,2759169,443547,2669592,2664757,2532055,1066432,222977,699663,8456150,4670606,4485207
2006,Hawaii,15,West,Pacific,1309731,344813,24767,940151,332764,362954,372298,188660,53055,108323,1201408,652351,657380
2006,Idaho,16,West,Mountain,1468669,1391427,9506,67736,449429,394271,388358,189780,46831,145495,1323174,732104,736565
2006,Illinois,17,Midwest,East North Central,12643955,9967930,1898778,777247,3537020,3517135,3522006,1616570,451224,1840227,10803728,6440022,6203933
2006,Indiana,18,Midwest,East North Central,6332669,5562992,570182,199495,1790845,1692835,1777864,847332,223793,324357,6008312,3218203,3114466
2006,Iowa,19,Midwest,West North Central,2982644,2808422,78082,96140,812182,760487,835645,432392,141938,123714,2858930,1511124,1471520
2006,Kansas,20,Midwest,West North Central,2762931,2447092,163948,151891,789101,731502,764422,364547,113359,251627,2511304,1394092,1368839
2006,Kentucky,21,South,East South Central,4219239,3786270,323722,109247,1126137,1138201,1213845,601402,139654,102180,4117059,2149096,2070143
2006,Louisiana,22,South,West South Central,4302665,2810184,1353087,139394,1209304,1171017,1211596,578165,132583,145440,4157225,2204072,2098593
2006,Maine,23,Northeast,New England ,1323619,1273045,13541,37033,325899,313901,418384,209788,55647,15085,1308534,676157,647462
2006,Maryland,24,South,South Atlantic,5627367,3537775,1664866,424726,1532167,1511500,1679521,722558,181621,379462,5247905,2907963,2719404
2006,Massachusetts,25,Northeast,New England ,6410084,5499169,464016,446899,1644388,1727740,1889783,876156,272017,540944,5869140,3311185,3098899
2006,Michigan,26,Midwest,East North Central,10036081,8120608,1439518,475955,2796852,2592638,2911178,1368332,367081,403658,9632423,5106621,4929460
2006,Minnesota,27,Midwest,West North Central,5163555,4573137,244813,345605,1430719,1386027,1493840,656882,196087,212924,4950631,2600951,2562604
2006,Mississippi,28,South,East South Central,2904978,1770305,1070798,63875,846218,779224,789980,398588,90968,64434,2840544,1496313,1408665
2006,Missouri,29,Midwest,West North Central,5842704,4951012,678128,213564,1596872,1534211,1650736,837604,223281,177085,5665619,2987563,2855141
2006,Montana,30,West,Mountain,952692,862738,4107,85847,250037,234326,286211,144424,37694,25301,927391,475341,477351
2006,Nebraska,31,Midwest,West North Central,1772693,1616934,79189,76570,503694,470555,487383,237181,73880,138481,1634212,894687,878006
2006,Nevada,32,West,Mountain,2522658,2022570,203042,297046,695646,726121,697371,343442,60078,613429,1909229,1243993,1278665
2006,New Hampshire,33,Northeast,New England ,1308389,1248429,14737,45223,343282,322109,417531,179086,46381,32338,1276051,662773,645616
2006,New Jersey,34,Northeast,Middle Atlantic,8661679,6571143,1256590,833946,2320362,2251860,2563834,1187677,337946,1381040,7280639,4448099,4213580
2006,New Mexico,35,West,Mountain,1962137,1654067,44804,263266,564480,512430,547898,275533,61796,874649,1087488,993969,968168
2006,New York,36,Northeast,Middle Atlantic,19104631,13933304,3334119,1837208,5001918,5267419,5462826,2629632,742836,3162942,15941689,9871401,9233230
2006,North Carolina,37,South,South Atlantic,8917270,6534975,1941888,440407,2420033,2470353,2505192,1240153,281539,625096,8292174,4563152,4354118
2006,North Dakota,38,Midwest,West North Central,649422,593469,6708,49245,170222,175816,180280,91985,31119,11299,638123,322583,326839
2006,Ohio,39,Midwest,East North Central,11481213,9706701,1391674,382838,3128181,2956990,3326362,1621598,448082,300578,11180635,5883067,5598146
2006,Oklahoma,40,South,West South Central,3594090,2774199,273147,546744,1001264,965526,980691,520595,126014,268175,3325915,1818693,1775397
2006,Oregon,41,West,Pacific,3670883,3299010,67322,304551,956786,990510,1059616,519116,144855,381519,3289364,1853117,1817766
2006,Pennsylvania,42,Northeast,Middle Atlantic,12510809,10643317,1364087,503405,3223047,3124078,3667965,1903617,592102,583240,11927569,6429312,6081497
2006,Rhode Island,44,Northeast,New England ,1063096,932328,70831,59937,274986,281938,309040,146568,50564,117657,945439,550134,512962
2006,South Carolina,45,South,South Atlantic,4357847,2977023,1254565,126259,1182215,1169700,1229175,639622,137135,175689,4182158,2237655,2120192
2006,South Dakota,46,Midwest,West North Central,783033,687117,8094,87822,221597,199300,216581,109889,35666,18608,764425,392420,390613
2006,Tennessee,47,South,East South Central,6088766,4880336,1025289,183141,1634569,1644751,1735722,876062,197662,223916,5864850,3121455,2967311
2006,Texas,48,South,West South Central,23359580,19161346,2840751,1357483,7146953,6798469,6163998,2653903,596257,8308008,15051572,11771243,11588337
2006,Utah,49,West,Mountain,2525507,2347641,27173,150693,876494,788008,555618,246543,58844,287418,2238089,1257991,1267516
2006,Vermont,50,Northeast,New England ,622892,599014,5386,18492,157896,152216,197194,91603,23983,8137,614755,316290,306602
2006,Virginia,51,South,South Atlantic,7673725,5579437,1518543,575745,2046587,2147129,2243358,1004257,232394,516096,7157629,3908475,3765250
2006,Washington,53,West,Pacific,6370753,5339831,229193,801729,1713930,1767131,1859430,815327,214935,618798,5751955,3200695,3170058
2006,West Virginia,54,South,South Atlantic,1827912,1730899,60562,36451,439691,459350,545664,308011,75196,19028,1808884,930605,897307
2006,Wisconsin,55,Midwest,East North Central,5577655,4985569,345509,246577,1513469,1454032,1628797,758367,222990,280661,5296994,2812276,2765379
2006,Wyoming,56,West,Mountain,522667,492607,4671,25389,141210,137070,155779,71968,16640,40433,482234,257361,265306
2007,Alabama,1,South,East South Central,4672840,3308005,1227620,137215,1267999,1233415,1305313,708383,157730,150652,4522188,2407275,2265565
2007,Alaska,2,West,Pacific,680300,469996,23785,186519,204645,192712,205708,67847,9388,36229,644071,327138,353162
2007,Arizona,4,West,Mountain,6167681,5290642,249757,627282,1785103,1698524,1577252,902044,204758,1773645,4394036,3096998,3070683
2007,Arkansas,5,South,West South Central,2848650,2301121,443348,104181,782997,747804,768162,444384,105303,160397,2688253,1451358,1397292
2007,California,6,West,Pacific,36250311,27274909,2439919,6535483,10419053,10514010,9795214,4383108,1138926,13136305,23114006,18214926,18035385
2007,Colorado,8,West,Mountain,4803868,4287008,199716,317144,1323445,1382675,1380274,585157,132317,954181,3849687,2396433,2407435
2007,Connecticut,9,Northeast,New England ,3527270,2947983,373995,205292,930555,868118,1063099,507730,157768,429328,3097942,1811617,1715653
2007,Delaware,10,South,South Atlantic,871749,637429,185786,48534,231779,227390,246730,135102,30748,63149,808600,449398,422351
2007,District of Columbia,11,South,South Atlantic,574404,225204,315368,33832,125451,208614,147250,73297,19792,48982,525422,302949,271455
2007,Florida,12,South,South Atlantic,18367842,14593854,2950879,823109,4520513,4662031,5111417,3215246,858635,3872136,14495706,9378587,8989255
2007,Georgia,13,South,South Atlantic,9349988,6035687,2840424,473877,2729049,2690210,2572918,1129698,228113,751168,8598820,4777572,4572416
2007,Hawaii,15,West,Pacific,1315675,341883,23364,950428,333499,358412,374046,194948,54770,111147,1204528,657185,658490
2007,Idaho,16,West,Mountain,1505105,1423152,10175,71778,460456,403253,393267,200207,47922,155222,1349883,750127,754978
2007,Illinois,17,Midwest,East North Central,12695866,9986807,1898664,810395,3531290,3518437,3518283,1670065,457791,1889627,10806239,6467577,6228289
2007,Indiana,18,Midwest,East North Central,6379599,5589313,579608,210678,1800421,1693948,1778107,878915,228208,343653,6035946,3241454,3138145
2007,Iowa,19,Midwest,West North Central,2999212,2816456,81911,100845,814834,762416,832873,445597,143492,131042,2868170,1518023,1481189
