DATE,UNEMPLOYMENT_RATE,STATE,YEAR
1/1/2007,4.6,Nevada ,2007
1/1/2008,6.9,Nevada ,2008
1/1/2009,11.7,Nevada ,2009
1/1/2010,13.8,Nevada ,2010
1/1/2011,13.3,Nevada ,2011
1/1/2012,11.6,Nevada ,2012
1/1/2013,10,Nevada ,2013
1/1/2014,8.2,Nevada ,2014
1/1/2015,6.8,Nevada ,2015
1/1/2016,5.8,Nevada ,2016
1/1/2017,5,Nevada ,2017
1/1/2018,4.4,Nevada ,2018
1/1/2019,3.9,Nevada ,2019
1/1/2020,12.8,Nevada ,2020
1/1/1997,3.4,Indiana ,1997
1/1/1998,3,Indiana ,1998
1/1/1999,2.9,Indiana ,1999
1/1/2000,3,Indiana ,2000
1/1/2001,4.2,Indiana ,2001
1/1/2002,5.2,Indiana ,2002
1/1/2003,5.3,Indiana ,2003
1/1/2004,5.4,Indiana ,2004
1/1/2005,5.4,Indiana ,2005
1/1/2006,5,Indiana ,2006
1/1/2007,4.6,Indiana ,2007
1/1/2008,5.9,Indiana ,2008
1/1/2009,10.5,Indiana ,2009
1/1/2010,10.1,Indiana ,2010
1/1/2011,8.9,Indiana ,2011
1/1/2012,8.2,Indiana ,2012
1/1/2013,7.5,Indiana ,2013
1/1/2014,5.9,Indiana ,2014
1/1/2015,4.8,Indiana ,2015
1/1/2016,4.4,Indiana ,2016
1/1/2017,3.5,Indiana ,2017
1/1/2018,3.4,Indiana ,2018
1/1/2019,3.2,Indiana ,2019
1/1/2020,7.1,Indiana ,2020
1/1/1997,5.5,Montana ,1997
1/1/1998,5.6,Montana ,1998
1/1/1999,5.3,Montana ,1999
1/1/2000,4.8,Montana ,2000
1/1/2001,4.6,Montana ,2001
1/1/2002,4.6,Montana ,2002
1/1/2003,4.7,Montana ,2003
1/1/2004,4.5,Montana ,2004
1/1/2005,4.1,Montana ,2005
1/1/2006,3.3,Montana ,2006
1/1/2007,3.4,Montana ,2007
1/1/2008,4.7,Montana ,2008
1/1/2009,7.1,Montana ,2009
1/1/2010,7.2,Montana ,2010
1/1/2011,6.6,Montana ,2011
1/1/2012,5.8,Montana ,2012
1/1/2013,5.4,Montana ,2013
1/1/2014,4.7,Montana ,2014
1/1/2015,4.3,Montana ,2015
1/1/2016,4.3,Montana ,2016
1/1/2017,4.1,Montana ,2017
1/1/2018,3.8,Montana ,2018
1/1/2019,3.6,Montana ,2019
1/1/2020,5.9,Montana ,2020
1/1/1997,7,West Virginia,1997
1/1/1998,6.7,West Virginia,1998
1/1/1999,6.5,West Virginia,1999
1/1/2000,5.6,West Virginia,2000
1/1/2001,5.4,West Virginia,2001
1/1/2002,6.5,West Virginia,2002
1/1/2003,6.6,West Virginia,2003
1/1/2004,5.8,West Virginia,2004
1/1/2005,5.5,West Virginia,2005
1/1/2006,5.2,West Virginia,2006
1/1/2007,4.8,West Virginia,2007
1/1/2008,4.7,West Virginia,2008
1/1/2009,8.3,West Virginia,2009
1/1/2010,8.7,West Virginia,2010
1/1/2011,7.8,West Virginia,2011
1/1/2012,7.2,West Virginia,2012
1/1/2013,6.7,West Virginia,2013
1/1/2014,6.5,West Virginia,2014
1/1/2015,6.6,West Virginia,2015
1/1/2016,6.1,West Virginia,2016
1/1/2017,5.2,West Virginia,2017
1/1/2018,5.2,West Virginia,2018
1/1/2019,4.9,West Virginia,2019
1/1/2020,8.3,West Virginia,2020
1/1/1997,3.7,Virginia ,1997
1/1/1998,2.8,Virginia ,1998
1/1/1999,2.7,Virginia ,1999
1/1/2000,2.3,Virginia ,2000
1/1/2001,3.3,Virginia ,2001
1/1/2002,4.4,Virginia ,2002
1/1/2003,4.3,Virginia ,2003
1/1/2004,4.1,Virginia ,2004
1/1/2005,3.8,Virginia ,2005
1/1/2006,3.3,Virginia ,2006
1/1/2007,3.3,Virginia ,2007
1/1/2008,4.3,Virginia ,2008
1/1/2009,6.8,Virginia ,2009
1/1/2010,7.3,Virginia ,2010
1/1/2011,6.6,Virginia ,2011
1/1/2012,5.9,Virginia ,2012
1/1/2013,5.6,Virginia ,2013
1/1/2014,5.1,Virginia ,2014
1/1/2015,4.4,Virginia ,2015
1/1/2016,4,Virginia ,2016
1/1/2017,3.7,Virginia ,2017
1/1/2018,2.9,Virginia ,2018
1/1/2019,2.7,Virginia ,2019
1/1/2020,6.2,Virginia ,2020
1/1/1997,5.9,Hawaii ,1997
1/1/1998,5.8,Hawaii ,1998
1/1/1999,5.2,Hawaii ,1999
1/1/2000,4.2,Hawaii ,2000
1/1/2001,4.3,Hawaii ,2001
1/1/2002,4,Hawaii ,2002
1/1/2003,3.9,Hawaii ,2003
1/1/2004,3.3,Hawaii ,2004
1/1/2005,2.8,Hawaii ,2005
1/1/2006,2.5,Hawaii ,2006
1/1/2007,2.7,Hawaii ,2007
1/1/2008,4,Hawaii ,2008
1/1/2009,6.7,Hawaii ,2009
1/1/2010,6.8,Hawaii ,2010
1/1/2011,6.8,Hawaii ,2011
1/1/2012,5.9,Hawaii ,2012
1/1/2013,4.8,Hawaii ,2013
1/1/2014,4.2,Hawaii ,2014
1/1/2015,3.4,Hawaii ,2015
1/1/2016,2.9,Hawaii ,2016
1/1/2017,2.2,Hawaii ,2017
1/1/2018,2.4,Hawaii ,2018
1/1/2019,2.5,Hawaii ,2019
1/1/2020,11.6,Hawaii ,2020
1/1/1997,5.1,Arkansas ,1997
1/1/1998,5.1,Arkansas ,1998
1/1/1999,4.5,Arkansas ,1999
1/1/2000,4.2,Arkansas ,2000
1/1/2001,4.8,Arkansas ,2001
1/1/2002,5.3,Arkansas ,2002
1/1/2003,5.8,Arkansas ,2003
1/1/2004,5.6,Arkansas ,2004
1/1/2005,5.3,Arkansas ,2005
1/1/2006,5.2,Arkansas ,2006
1/1/2007,5.4,Arkansas ,2007
1/1/2008,5.4,Arkansas ,2008
1/1/2009,7.7,Arkansas ,2009
1/1/2010,7.9,Arkansas ,2010
1/1/2011,7.9,Arkansas ,2011
1/1/2012,7.3,Arkansas ,2012
1/1/2013,7.1,Arkansas ,2013
1/1/2014,5.9,Arkansas ,2014
1/1/2015,5,Arkansas ,2015
1/1/2016,4,Arkansas ,2016
1/1/2017,3.7,Arkansas ,2017
1/1/2018,3.7,Arkansas ,2018
1/1/2019,3.5,Arkansas ,2019
1/1/2020,6.1,Arkansas ,2020
1/1/1997,3.1,Iowa ,1997
1/1/1998,2.8,Iowa ,1998
1/1/1999,2.7,Iowa ,1999
1/1/2000,2.7,Iowa ,2000
1/1/2001,3.3,Iowa ,2001
1/1/2002,4,Iowa ,2002
1/1/2003,4.4,Iowa ,2003
1/1/2004,4.5,Iowa ,2004
1/1/2005,4.3,Iowa ,2005
1/1/2006,3.7,Iowa ,2006
1/1/2007,3.7,Iowa ,2007
1/1/2008,4.1,Iowa ,2008
1/1/2009,6.4,Iowa ,2009
1/1/2010,6.1,Iowa ,2010
1/1/2011,5.6,Iowa ,2011
1/1/2012,5.1,Iowa ,2012
1/1/2013,4.7,Iowa ,2013
1/1/2014,4.2,Iowa ,2014
1/1/2015,3.7,Iowa ,2015
1/1/2016,3.6,Iowa ,2016
1/1/2017,3.1,Iowa ,2017
1/1/2018,2.6,Iowa ,2018
1/1/2019,2.8,Iowa ,2019
1/1/2020,5.3,Iowa ,2020
1/1/1997,2.9,South Dakota,1997
1/1/1998,2.9,South Dakota,1998
1/1/1999,2.7,South Dakota,1999
1/1/2000,2.5,South Dakota,2000
1/1/2001,3,South Dakota,2001
1/1/2002,3.2,South Dakota,2002
1/1/2003,3.5,South Dakota,2003
1/1/2004,3.6,South Dakota,2004
1/1/2005,3.6,South Dakota,2005
1/1/2006,3,South Dakota,2006
1/1/2007,2.8,South Dakota,2007
1/1/2008,3.1,South Dakota,2008
1/1/2009,4.6,South Dakota,2009
1/1/2010,4.9,South Dakota,2010
1/1/2011,4.6,South Dakota,2011
1/1/2012,4.1,South Dakota,2012
1/1/2013,3.7,South Dakota,2013
1/1/2014,3.3,South Dakota,2014
1/1/2015,3,South Dakota,2015
1/1/2016,3,South Dakota,2016
1/1/2017,3.1,South Dakota,2017
1/1/2018,2.9,South Dakota,2018
1/1/2019,3,South Dakota,2019
1/1/2020,4.6,South Dakota,2020
1/1/1997,5.7,Mississippi ,1997
1/1/1998,5.3,Mississippi ,1998
1/1/1999,5.1,Mississippi ,1999
1/1/2000,5.3,Mississippi ,2000
1/1/2001,5.5,Mississippi ,2001
1/1/2002,6.4,Mississippi ,2002
1/1/2003,6.1,Mississippi ,2003
1/1/2004,6.1,Mississippi ,2004
1/1/2005,7.6,Mississippi ,2005
1/1/2006,6.4,Mississippi ,2006
1/1/2007,6.2,Mississippi ,2007
1/1/2008,6.7,Mississippi ,2008
1/1/2009,9.4,Mississippi ,2009
1/1/2010,10.1,Mississippi ,2010
1/1/2011,9.8,Mississippi ,2011
1/1/2012,8.8,Mississippi ,2012
1/1/2013,8.5,Mississippi ,2013
1/1/2014,7.6,Mississippi ,2014
1/1/2015,6.5,Mississippi ,2015
1/1/2016,5.9,Mississippi ,2016
1/1/2017,5.2,Mississippi ,2017
1/1/2018,5,Mississippi ,2018
1/1/2019,5.5,Mississippi ,2019
1/1/2020,8.1,Mississippi ,2020
1/1/1997,4.7,Connecticut ,1997
1/1/1998,3.2,Connecticut ,1998
1/1/1999,2.5,Connecticut ,1999
1/1/2000,2.1,Connecticut ,2000
1/1/2001,2.9,Connecticut ,2001
1/1/2002,4.4,Connecticut ,2002
1/1/2003,5.5,Connecticut ,2003
1/1/2004,5.1,Connecticut ,2004
1/1/2005,4.8,Connecticut ,2005
1/1/2006,4.4,Connecticut ,2006
1/1/2007,4.5,Connecticut ,2007
1/1/2008,5.6,Connecticut ,2008
1/1/2009,8.3,Connecticut ,2009
1/1/2010,9.6,Connecticut ,2010
1/1/2011,9,Connecticut ,2011
1/1/2012,8.4,Connecticut ,2012
1/1/2013,8,Connecticut ,2013
1/1/2014,6.6,Connecticut ,2014
1/1/2015,5.6,Connecticut ,2015
1/1/2016,4.8,Connecticut ,2016
1/1/2017,4.4,Connecticut ,2017
1/1/2018,3.9,Connecticut ,2018
1/1/2019,3.6,Connecticut ,2019
1/1/2020,7.9,Connecticut ,2020
1/1/1997,3.8,Kansas ,1997
1/1/1998,3.7,Kansas ,1998
1/1/1999,3.5,Kansas ,1999
1/1/2000,3.8,Kansas ,2000
1/1/2001,4.3,Kansas ,2001
1/1/2002,5.1,Kansas ,2002
1/1/2003,5.5,Kansas ,2003
1/1/2004,5.5,Kansas ,2004
1/1/2005,5.1,Kansas ,2005
1/1/2006,4.4,Kansas ,2006
1/1/2007,4.3,Kansas ,2007
1/1/2008,4.6,Kansas ,2008
1/1/2009,6.9,Kansas ,2009
1/1/2010,7,Kansas ,2010
1/1/2011,6.4,Kansas ,2011
1/1/2012,5.7,Kansas ,2012
1/1/2013,5.3,Kansas ,2013
1/1/2014,4.5,Kansas ,2014
1/1/2015,4.2,Kansas ,2015
1/1/2016,4,Kansas ,2016
1/1/2017,3.6,Kansas ,2017
1/1/2018,3.3,Kansas ,2018
1/1/2019,3.2,Kansas ,2019
1/1/2020,5.9,Kansas ,2020
1/1/1997,6.4,New Mexico,1997
1/1/1998,6.2,New Mexico,1998
1/1/1999,5.6,New Mexico,1999
1/1/2000,5,New Mexico,2000
1/1/2001,5,New Mexico,2001
1/1/2002,5.5,New Mexico,2002
1/1/2003,5.9,New Mexico,2003
1/1/2004,5.6,New Mexico,2004
1/1/2005,5.2,New Mexico,2005
1/1/2006,4.2,New Mexico,2006
1/1/2007,3.6,New Mexico,2007
1/1/2008,4.3,New Mexico,2008
1/1/2009,7.1,New Mexico,2009
1/1/2010,7.8,New Mexico,2010
1/1/2011,7.2,New Mexico,2011
1/1/2012,7,New Mexico,2012
1/1/2013,6.9,New Mexico,2013
1/1/2014,6.6,New Mexico,2014
1/1/2015,6.6,New Mexico,2015
1/1/2016,6.7,New Mexico,2016
1/1/2017,6.1,New Mexico,2017
1/1/2018,4.9,New Mexico,2018
1/1/2019,5,New Mexico,2019
1/1/2020,8.4,New Mexico,2020
1/1/1997,2.4,Nebraska ,1997
1/1/1998,2.5,Nebraska ,1998
1/1/1999,2.7,Nebraska ,1999
1/1/2000,2.8,Nebraska ,2000
1/1/2001,3.1,Nebraska ,2001
1/1/2002,3.7,Nebraska ,2002
1/1/2003,3.9,Nebraska ,2003
1/1/2004,3.9,Nebraska ,2004
1/1/2005,3.8,Nebraska ,2005
1/1/2006,3,Nebraska ,2006
1/1/2007,2.9,Nebraska ,2007
1/1/2008,3.2,Nebraska ,2008
1/1/2009,4.7,Nebraska ,2009
1/1/2010,4.7,Nebraska ,2010
1/1/2011,4.4,Nebraska ,2011
1/1/2012,3.9,Nebraska ,2012
1/1/2013,3.7,Nebraska ,2013
1/1/2014,3.3,Nebraska ,2014
1/1/2015,3,Nebraska ,2015
1/1/2016,3.1,Nebraska ,2016
1/1/2017,2.9,Nebraska ,2017
1/1/2018,2.9,Nebraska ,2018
1/1/2019,3,Nebraska ,2019
1/1/2020,4.2,Nebraska ,2020
1/1/1997,2.9,North Dakota,1997
1/1/1998,3,North Dakota,1998
1/1/1999,3.1,North Dakota,1999
1/1/2000,3,North Dakota,2000
1/1/2001,2.8,North Dakota,2001
1/1/2002,3.4,North Dakota,2002
1/1/2003,3.5,North Dakota,2003
1/1/2004,3.4,North Dakota,2004
1/1/2005,3.3,North Dakota,2005
1/1/2006,3.1,North Dakota,2006
1/1/2007,3,North Dakota,2007
1/1/2008,3.1,North Dakota,2008
1/1/2009,3.9,North Dakota,2009
1/1/2010,3.7,North Dakota,2010
1/1/2011,3.3,North Dakota,2011
1/1/2012,2.9,North Dakota,2012
1/1/2013,2.9,North Dakota,2013
1/1/2014,2.6,North Dakota,2014
1/1/2015,2.8,North Dakota,2015
1/1/2016,3.1,North Dakota,2016
1/1/2017,2.7,North Dakota,2017
1/1/2018,2.5,North Dakota,2018
1/1/2019,2.3,North Dakota,2019
1/1/2020,5.1,North Dakota,2020
1/1/1997,3.2,Utah ,1997
1/1/1998,3.6,Utah ,1998
1/1/1999,3.5,Utah ,1999
1/1/2000,3.3,Utah ,2000
1/1/2001,4.4,Utah ,2001
1/1/2002,5.7,Utah ,2002
1/1/2003,5.6,Utah ,2003
1/1/2004,5,Utah ,2004
1/1/2005,4,Utah ,2005
1/1/2006,2.8,Utah ,2006
1/1/2007,2.6,Utah ,2007
1/1/2008,3.3,Utah ,2008
1/1/2009,7.3,Utah ,2009
1/1/2010,7.9,Utah ,2010
1/1/2011,7.1,Utah ,2011
1/1/2012,4.8,Utah ,2012
1/1/2013,4.2,Utah ,2013
1/1/2014,3.6,Utah ,2014
1/1/2015,3.5,Utah ,2015
1/1/2016,3.3,Utah ,2016
1/1/2017,3.1,Utah ,2017
1/1/2018,2.9,Utah ,2018
1/1/2019,2.5,Utah ,2019
1/1/2020,4.7,Utah ,2020
1/1/1997,3.4,New Hampshire,1997
1/1/1998,2.8,New Hampshire,1998
1/1/1999,2.7,New Hampshire,1999
1/1/2000,2.7,New Hampshire,2000
1/1/2001,3.4,New Hampshire,2001
1/1/2002,4.5,New Hampshire,2002
1/1/2003,4.5,New Hampshire,2003
1/1/2004,3.8,New Hampshire,2004
1/1/2005,3.6,New Hampshire,2005
1/1/2006,3.5,New Hampshire,2006
1/1/2007,3.5,New Hampshire,2007
1/1/2008,3.7,New Hampshire,2008
1/1/2009,6.1,New Hampshire,2009
1/1/2010,6.1,New Hampshire,2010
1/1/2011,5.5,New Hampshire,2011
1/1/2012,5.4,New Hampshire,2012
1/1/2013,5.3,New Hampshire,2013
1/1/2014,4.3,New Hampshire,2014
1/1/2015,3.4,New Hampshire,2015
1/1/2016,2.9,New Hampshire,2016
1/1/2017,2.8,New Hampshire,2017
1/1/2018,2.6,New Hampshire,2018
1/1/2019,2.6,New Hampshire,2019
1/1/2020,6.7,New Hampshire,2020
1/1/1997,5.2,Maine ,1997
1/1/1998,4.5,Maine ,1998
1/1/1999,4,Maine ,1999
1/1/2000,3.3,Maine ,2000
1/1/2001,3.8,Maine ,2001
1/1/2002,4.5,Maine ,2002
1/1/2003,5.1,Maine ,2003
1/1/2004,4.7,Maine ,2004
1/1/2005,4.9,Maine ,2005
1/1/2006,4.7,Maine ,2006
1/1/2007,4.7,Maine ,2007
1/1/2008,5.3,Maine ,2008
1/1/2009,8.4,Maine ,2009
1/1/2010,8.4,Maine ,2010
1/1/2011,7.7,Maine ,2011
1/1/2012,7.2,Maine ,2012
1/1/2013,6.7,Maine ,2013
1/1/2014,5.6,Maine ,2014
1/1/2015,4.4,Maine ,2015
1/1/2016,3.8,Maine ,2016
1/1/2017,3.4,Maine ,2017
1/1/2018,3.1,Maine ,2018
1/1/2019,2.7,Maine ,2019
1/1/2020,5.4,Maine ,2020
1/1/1997,5.2,Idaho ,1997
1/1/1998,5.2,Idaho ,1998
1/1/1999,5,Idaho ,1999
1/1/2000,4.7,Idaho ,2000
1/1/2001,5.1,Idaho ,2001
1/1/2002,5.6,Idaho ,2002
1/1/2003,5.6,Idaho ,2003
1/1/2004,4.9,Idaho ,2004
1/1/2005,4,Idaho ,2005
1/1/2006,3.4,Idaho ,2006
1/1/2007,3.1,Idaho ,2007
1/1/2008,5,Idaho ,2008
1/1/2009,8.7,Idaho ,2009
1/1/2010,8.8,Idaho ,2010
1/1/2011,8.2,Idaho ,2011
1/1/2012,7.4,Idaho ,2012
1/1/2013,6.8,Idaho ,2013
1/1/2014,4.4,Idaho ,2014
1/1/2015,3.9,Idaho ,2015
1/1/2016,3.7,Idaho ,2016
1/1/2017,3.2,Idaho ,2017
1/1/2018,2.8,Idaho ,2018
1/1/2019,2.8,Idaho ,2019
1/1/2020,5.4,Idaho ,2020
1/1/1997,8.1,District of Columbia,1997
1/1/1998,8.3,District of Columbia,1998
1/1/1999,6.6,District of Columbia,1999
1/1/2000,5.7,District of Columbia,2000
1/1/2001,6.5,District of Columbia,2001
1/1/2002,7,District of Columbia,2002
1/1/2003,7.3,District of Columbia,2003
1/1/2004,8.1,District of Columbia,2004
1/1/2005,7,District of Columbia,2005
1/1/2006,6.3,District of Columbia,2006
1/1/2007,6,District of Columbia,2007
1/1/2008,6.8,District of Columbia,2008
1/1/2009,10,District of Columbia,2009
1/1/2010,10,District of Columbia,2010
1/1/2011,10.2,District of Columbia,2011
1/1/2012,9,District of Columbia,2012
1/1/2013,8.4,District of Columbia,2013
1/1/2014,7.7,District of Columbia,2014
1/1/2015,6.9,District of Columbia,2015
1/1/2016,6.2,District of Columbia,2016
1/1/2017,6.1,District of Columbia,2017
1/1/2018,5.7,District of Columbia,2018
1/1/2019,5.4,District of Columbia,2019
1/1/2020,8,District of Columbia,2020
1/1/1997,4.8,Wyoming ,1997
1/1/1998,4.8,Wyoming ,1998
1/1/1999,4.7,Wyoming ,1999
1/1/2000,3.8,Wyoming ,2000
1/1/2001,3.8,Wyoming ,2001
1/1/2002,4,Wyoming ,2002
1/1/2003,4.3,Wyoming ,2003
1/1/2004,3.8,Wyoming ,2004
1/1/2005,3.6,Wyoming ,2005
1/1/2006,3,Wyoming ,2006
1/1/2007,2.6,Wyoming ,2007
1/1/2008,2.9,Wyoming ,2008
1/1/2009,6.3,Wyoming ,2009
1/1/2010,6.9,Wyoming ,2010
1/1/2011,6.2,Wyoming ,2011
1/1/2012,5.5,Wyoming ,2012
1/1/2013,4.8,Wyoming ,2013
1/1/2014,4.3,Wyoming ,2014
1/1/2015,4.2,Wyoming ,2015
1/1/2016,5.4,Wyoming ,2016
1/1/2017,4.3,Wyoming ,2017
1/1/2018,4,Wyoming ,2018
1/1/2019,3.7,Wyoming ,2019
1/1/2020,5.8,Wyoming ,2020
1/1/1997,6.9,Alaska,1997
1/1/1998,6.3,Alaska,1998
1/1/1999,6.4,Alaska,1999
1/1/2000,6.3,Alaska,2000
1/1/2001,6.3,Alaska,2001
1/1/2002,7.2,Alaska,2002
1/1/2003,7.7,Alaska,2003
1/1/2004,7.4,Alaska,2004
1/1/2005,6.9,Alaska,2005
1/1/2006,6.6,Alaska,2006
1/1/2007,6.3,Alaska,2007
1/1/2008,6.5,Alaska,2008
1/1/2009,8,Alaska,2009
1/1/2010,8.2,Alaska,2010
1/1/2011,7.8,Alaska,2011
1/1/2012,7.2,Alaska,2012
1/1/2013,7,Alaska,2013
1/1/2014,6.7,Alaska,2014
1/1/2015,6.3,Alaska,2015
1/1/2016,6.6,Alaska,2016
1/1/2017,6.5,Alaska,2017
1/1/2018,5.9,Alaska,2018
1/1/2019,5.4,Alaska,2019
1/1/2020,7.8,Alaska,2020
1/1/1997,4,Delaware,1997
1/1/1998,3.5,Delaware,1998
1/1/1999,3.3,Delaware,1999
1/1/2000,3.6,Delaware,2000
1/1/2001,3.6,Delaware,2001
1/1/2002,4.3,Delaware,2002
1/1/2003,4.5,Delaware,2003
1/1/2004,4.3,Delaware,2004
1/1/2005,4.5,Delaware,2005
1/1/2006,3.9,Delaware,2006
1/1/2007,3.6,Delaware,2007
1/1/2008,5,Delaware,2008
1/1/2009,8.4,Delaware,2009
1/1/2010,8.7,Delaware,2010
1/1/2011,7.6,Delaware,2011
1/1/2012,7.1,Delaware,2012
1/1/2013,6.6,Delaware,2013
1/1/2014,5.6,Delaware,2014
1/1/2015,4.8,Delaware,2015
1/1/2016,4.5,Delaware,2016
1/1/2017,4.4,Delaware,2017
1/1/2018,3.7,Delaware,2018
1/1/2019,3.7,Delaware,2019
1/1/2020,7.8,Delaware,2020
1/1/1997,4.8,Maryland,1997
1/1/1998,4.3,Maryland,1998
1/1/1999,3.5,Maryland,1999
1/1/2000,3.5,Maryland,2000
1/1/2001,4.2,Maryland,2001
1/1/2002,4.8,Maryland,2002
1/1/2003,4.8,Maryland,2003
1/1/2004,4.6,Maryland,2004
1/1/2005,4.5,Maryland,2005
1/1/2006,4.2,Maryland,2006
1/1/2007,3.7,Maryland,2007
1/1/2008,4.5,Maryland,2008
1/1/2009,7.6,Maryland,2009
1/1/2010,7.8,Maryland,2010
1/1/2011,7.3,Maryland,2011
1/1/2012,6.9,Maryland,2012
1/1/2013,6.5,Maryland,2013
1/1/2014,5.7,Maryland,2014
1/1/2015,5,Maryland,2015
1/1/2016,4.3,Maryland,2016
1/1/2017,4.1,Maryland,2017
1/1/2018,3.8,Maryland,2018
1/1/2019,3.5,Maryland,2019
1/1/2020,6.8,Maryland,2020
1/1/1997,5.3,Rhode Island,1997
1/1/1998,4.5,Rhode Island,1998
1/1/1999,4.2,Rhode Island,1999
1/1/2000,4,Rhode Island,2000
1/1/2001,4.5,Rhode Island,2001
1/1/2002,5.1,Rhode Island,2002
1/1/2003,5.6,Rhode Island,2003
1/1/2004,5.3,Rhode Island,2004
1/1/2005,5.1,Rhode Island,2005
1/1/2006,5.2,Rhode Island,2006
1/1/2007,5.1,Rhode Island,2007
1/1/2008,7.6,Rhode Island,2008
1/1/2009,11.4,Rhode Island,2009
1/1/2010,11.6,Rhode Island,2010
1/1/2011,11,Rhode Island,2011
1/1/2012,10.2,Rhode Island,2012
1/1/2013,9.5,Rhode Island,2013
1/1/2014,7.8,Rhode Island,2014
1/1/2015,6,Rhode Island,2015
1/1/2016,5.2,Rhode Island,2016
1/1/2017,4.5,Rhode Island,2017
1/1/2018,4.1,Rhode Island,2018
1/1/2019,3.6,Rhode Island,2019
1/1/2020,9.4,Rhode Island,2020
1/1/1997,3.9,Vermont,1997
1/1/1998,3.5,Vermont,1998
1/1/1999,3.1,Vermont,1999
1/1/2000,2.8,Vermont,2000
1/1/2001,3.3,Vermont,2001
1/1/2002,3.8,Vermont,2002
1/1/2003,4.4,Vermont,2003
1/1/2004,3.7,Vermont,2004
1/1/2005,3.5,Vermont,2005
1/1/2006,3.7,Vermont,2006
1/1/2007,3.9,Vermont,2007
1/1/2008,4.5,Vermont,2008
1/1/2009,6.2,Vermont,2009
1/1/2010,6.3,Vermont,2010
1/1/2011,5.6,Vermont,2011
1/1/2012,4.8,Vermont,2012
1/1/2013,4.4,Vermont,2013
1/1/2014,4,Vermont,2014
1/1/2015,3.5,Vermont,2015
1/1/2016,3.1,Vermont,2016
1/1/2017,3,Vermont,2017
1/1/2018,2.6,Vermont,2018
1/1/2019,2.3,Vermont,2019
1/1/2020,5.6,Vermont,2020
